"""Identificador URL""";"Nome";"Categorias";"Nome da varia��o 1";"Valor da varia��o 1";"Nome da varia��o 2";"Valor da varia��o 2";"Nome da varia��o 3";"Valor da varia��o 3";"Pre�o";"Pre�o promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";"Estoque";"SKU";"C�digo de barras";"Exibir na loja";"Frete gratis";"Descri��o";"Tags";"T�tulo para SEO";"Descri��o para SEO";"Marca";"Produto F�sico";"MPN (C�d. Exclusivo, Modelo Fabricante)";"Sexo";"Faixa et�ria";"Custo";"URL image"
"redken-styling-beach-spray-capilar-texturizador-125ml";"Redken Styling Beach - Spray Capilar Texturizador 125ml";;;;;;;;"174.00";;"0.13";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-styling-beach-spray-capilar-texturizador-125ml/1-captura-de-tela-2023-08-09-as-19-12-281-c740b4501cd4595c6116916192427326-1024-1024.webp"
"redken-all-soft-mega-hydra-melt-cream-leave-in-150ml";"Redken All Soft Mega Hydra-Melt Cream - Leave-in 150ml";;;;;;;;"170.00";;"0.12";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-all-soft-mega-hydra-melt-cream-leave-in-150ml/1-captura-de-tela-2023-08-09-as-19-04-001-09e314302407a4a5dc16916187002036-1024-1024.webp"
"redken-color-extend-magnetics-deep-attraction-mascara-capilar-250ml";"Redken Color Extend Magnetics Deep Attraction - M�scara Capilar 250ml";;;;;;;;"182.00";;"0.25";"0.00";"0.00";"0.00";"5";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-color-extend-magnetics-deep-attraction-mascara-capilar-250ml/1-captura-de-tela-2023-08-09-as-18-59-591-acdcc844392a80893a16916184542287-1024-1024.webp"
"redken-color-extend-magnetics-shampoo-300ml";"Redken Color Extend Magnetics - Shampoo 300ml";;;;;;;;"155.00";;"0.30";"0.00";"0.00";"0.00";"4";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-color-extend-magnetics-shampoo-300ml/1-captura-de-tela-2023-08-09-as-18-58-301-89c68a4d118c4b4d1e16916183788511-1024-1024.webp"
"redken-all-soft-heavy-cream-mascara-capilar-250ml1";"Redken All Soft Heavy Cream - M�scara Capilar 250ml";;;;;;;;"219.00";;"0.25";"0.00";"0.00";"0.00";"5";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-all-soft-heavy-cream-mascara-capilar-250ml1/1-captura-de-tela-2023-08-09-as-18-53-531-ce9f84dac5b474144216916181228266-1024-1024.webp"
"kerastase-nutritive-sublimatrice-leave-in-150ml";"K�rastase Nutritive Sublimatrice - Leave-in 150ml";;;;;;;;"306.00";;"0.12";"0.00";"0.00";"0.00";"2";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-nutritive-sublimatrice-leave-in-150ml/1-captura-de-tela-2023-08-09-as-18-18-191-23041de770e71d5ea316916159559842-1024-1024.webp"
"loreal-professionnel-serie-expert-scalp-advanced-dermo-clarifier-shampoo-anticaspa-300ml";"L'Or�al Professionnel Serie Expert Scalp Advanced Dermo-clarifier - Shampoo Anticaspa 300ml";;;;;;;;"139.00";;"0.30";"0.00";"0.00";"0.00";"2";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-scalp-advanced-dermo-clarifier-shampoo-anticaspa-300ml/1-captura-de-tela-2023-08-09-as-18-13-201-4a533e540b0f725fc116916156705414-1024-1024.webp"
"kerastase-chroma-absolu-bain-riche-respect-shampoo-250ml";"K�rastase Chroma Absolu Bain Riche Respect - Shampoo 250ml";;;;;;;;"229.00";;"0.25";"0.00";"0.00";"0.00";"3";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-chroma-absolu-bain-riche-respect-shampoo-250ml/1-captura-de-tela-2023-08-09-as-17-01-351-78342f97de9af5e58516916123155285-1024-1024.webp"
"cadiveu-sol-do-rio-shampoo-250ml";"Cadiveu Sol do Rio Shampoo 250ml";;;;;;;;"52.00";;"0.00";"0.00";"0.00";"0.00";"1";;"7898606741228";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-sol-do-rio-shampoo-250ml/1-5a159f93-816a-4d23-883c-c56ae8f267051-ced29e3dafa8bb536f16878731136072-1024-1024.webp"
"leave-in-acai-oil-ressuscitador-de-fios-cadiveu-professional-215ml";"Leave-in A�a� Oil Ressuscitador de Fios Cadiveu Professional - 215ml";;;;;;;;"89.00";;"0.22";"0.00";"0.00";"0.00";"0";;"7898927206291";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/leave-in-acai-oil-ressuscitador-de-fios-cadiveu-professional-215ml/1-e6ff3db8-6813-4a67-9283-01f99430882e1-bd60d8475d399cbcc716876122759841-1024-1024.webp"
"mascara-expert-nutrifier-250ml-loreal-professionnel-loreal-professionnel";"M�scara Expert Nutrifier 250ml - L'oreal Professionnel - L'Or�al Professionnel";;;;;;;;"209.00";;"0.25";"0.00";"0.00";"0.00";"1";;"7899706190077";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/mascara-expert-nutrifier-250ml-loreal-professionnel-loreal-professionnel/1-1590e6ce-2960-46f9-ac3c-0cee4aa2deac1-04caca52bac9fb9b7916876112972705-1024-1024.webp"
"spray-fixador-extra-fix-strong-hold-styling-rebeel-500ml";"Spray Fixador Extra Fix Strong-hold Styling Rebeel 500ml";;;;;;;;"0.00";;"0.50";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/spray-fixador-extra-fix-strong-hold-styling-rebeel-500ml/1-5ea1adf7-5107-4805-a0a2-2db89b65f8e61-7f86bacf8df34cc33016874591283229-1024-1024.webp"
"mousse-fixador-extra-fix-styling-rebeel-professional-300ml";"Mousse Fixador Extra Fix Styling Rebeel Professional 300ml";;;;;;;;"109.00";;"0.30";"0.00";"0.00";"0.00";"6";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/mousse-fixador-extra-fix-styling-rebeel-professional-300ml/1-bd908e2a-4ef2-42c5-aabb-753c41450f551-8cf13491980c434e2e16874589032539-1024-1024.webp"
"paul-mitchell-strength-super-strong-condicionador-300ml";"Paul Mitchell Strength Super Strong Condicionador - 300ml";;;;;;;;"179.00";;"0.30";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-strength-super-strong-condicionador-300ml/1-0c5c3dc6-c4f7-40fa-825e-4e3679177b851-76239e8e0ed6636e0216874578873721-1024-1024.webp"
"shampoo-paul-mitchell-super-strong-300ml";"Shampoo Paul Mitchell Super Strong 300ml";;;;;;;;"139.00";;"0.30";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/shampoo-paul-mitchell-super-strong-300ml/1-80f2e3d8-d521-4dc5-a554-14ff94bd92eb1-f26d6b44287d6821ec16874569831271-1024-1024.webp"
"davines-nounou-mascara-capilar-250ml";"Davines Nounou - M�scara Capilar 250ml";;;;;;;;"0.00";;"0.25";"0.00";"0.00";"0.00";"0";;;"N�O";"N�O";;;;;;"SIM";;;;;
"davines-momo-condicionador-250ml";"Davines Momo - Condicionador 250ml";;;;;;;;"0.00";;"0.25";"0.00";"0.00";"0.00";"0";;;"N�O";"N�O";;;;;;"SIM";;;;;
"davines-momo-shampoo-250ml";"Davines Momo - Shampoo 250ml";;;;;;;;"0.00";;"0.25";"0.00";"0.00";"0.00";"0";;;"N�O";"N�O";;;;;;"SIM";;;;;
"davines-naturaltech-nourishing-shampoo-250ml";"Davines Naturaltech Nourishing - Shampoo 250ml";;;;;;;;"0.00";;"0.25";"0.00";"0.00";"0.00";"0";;;"N�O";"N�O";;;;;;"SIM";;;;;
"davines-naturaltech-nourishing-hair-bulding-pak-tratamento-capilar-250ml";"Davines Naturaltech Nourishing Hair Bulding Pak - Tratamento Capilar 250ml";;;;;;;;"0.00";;"0.25";"0.00";"0.00";"0.00";"0";;;"N�O";"N�O";;;;;;"SIM";;;;;
"redken-extreme-lenght-mascara-de-tratamento-250ml";"Redken Extreme Lenght - M�scara de Tratamento 250ml";;;;;;;;"198.00";;"0.25";"0.00";"0.00";"0.00";"2";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-extreme-lenght-mascara-de-tratamento-250ml/1-3efbcab0-085c-4a35-912e-5e5eebfba6611-9d673ba57c7d2aea2816874481037262-1024-1024.webp"
"kerastase-nutritive-8h-magic-night-serum-noturno-90ml";"K�rastase Nutritive 8H Magic Night - S�rum Noturno 90ml";;;;;;;;"479.00";"315.00";"0.09";"0.00";"0.00";"0.00";"2";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-nutritive-8h-magic-night-serum-noturno-90ml/1-6ff8c81a-60da-472d-b0fa-64ef3abe25e01-c94e4626458be1cc8716874454105430-1024-1024.webp"
"kerastase-discipline-oleo-relax-advanced-oleo-capilar-100ml";"K�rastase Discipline Ol�o-Relax Advanced - �leo Capilar 100ml";;;;;;;;"289.00";;"0.10";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-discipline-oleo-relax-advanced-oleo-capilar-100ml/1-50da6c32-6a58-4fa9-bf18-01b287a186911-f2a796cde2e6c09aab16874452651497-1024-1024.webp"
"loreal-professionnel-serie-expert-nutrifier-shampoo-300ml";"L'Or�al Professionnel Serie Expert Nutrifier - Shampoo 300ml";;;;;;;;"129.00";;"0.30";"0.00";"0.00";"0.00";"2";"7899706189989";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-nutrifier-shampoo-300ml/1-fea19788-e390-4dd3-b150-967c3abd99801-ed9bb04e7bd084995a16874449152767-1024-1024.webp"
"sebastian-professional-penetraitt-serum-capilar-noturno-95ml";"Sebastian Professional Penetraitt - S�rum Capilar Noturno 95ml";;;;;;;;"178.00";;"0.10";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sebastian-professional-penetraitt-serum-capilar-noturno-95ml/1-427ba5ba-b3ff-416c-a627-29ac1460b51c1-feaf3b6764c87b6fda16874432389973-1024-1024.webp"
"kerastase-blond-absolu-cicaplasme-serum-capilar-150ml";"K�rastase Blond Absolu Cicaplasme - S�rum Capilar 150ml";;;;;;;;"242.00";;"0.15";"0.00";"0.00";"0.00";"3";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-blond-absolu-cicaplasme-serum-capilar-150ml/1-1626acfc-ea5a-4a02-8a24-41ac6021c1de1-e7247f6eb81c710e2116874445997420-1024-1024.webp"
"kerastase-fresh-affair-shampoo-a-seco-150g";"K�rastase Fresh Affair - Shampoo a Seco 150g";;;;;;;;"0.00";;"0.15";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-fresh-affair-shampoo-a-seco-150g/1-77419abd-ccea-42b5-b1b1-0c70a67a18e91-9ef3b15ff65bbc171b16874428345026-1024-1024.webp"
"paul-mitchell-moisture-awapuhi-mist-spray-leave-in-250ml";"Paul Mitchell Moisture Awapuhi Mist - Spray Leave-in 250ml";;;;;;;;"189.00";;"0.25";"0.00";"0.00";"0.00";"1";;"009531112688";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-moisture-awapuhi-mist-spray-leave-in-250ml/1-cfd63d4c-5781-4233-a3eb-d3e5aa9e880a1-3f544e108d3a70cdfc16874425657312-1024-1024.webp"
"paul-mitchell-original-awapuhi-shampoo-300ml";"Paul Mitchell Original Awapuhi - Shampoo 300ml";;;;;;;;"119.00";;"0.30";"0.00";"0.00";"0.00";"1";;"009531113265";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-original-awapuhi-shampoo-300ml/1-d53bb3e3-1c2b-42b3-9bf6-0c48df35ee201-f71d013eaa6b2222fd16874421447854-1024-1024.webp"
"davines-oi-all-in-one-spray-finalizador-50ml";"Davines Oi All In One - Spray Finalizador 50ml";;;;;;;;"0.00";;"0.05";"0.00";"0.00";"0.00";"0";;"8004608247722";"N�O";"SIM";;;;;;"SIM";;;;;
"wella-professionals-nutricurls-curlixir-leave-in-150ml";"Wella Professionals Nutricurls Curlixir - Leave-in 150ml";;;;;;;;"92.00";;"0.15";"0.00";"0.00";"0.00";"3";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-nutricurls-curlixir-leave-in-150ml/1-3df4fc4e-869b-4da1-930e-ee6b7b37fc241-c8b0fb8633c2992b6f16873647192638-1024-1024.webp"
"wella-professionals-oil-reflections-luminous-reboost-mascara-capilar-150ml";"Wella Professionals Oil Reflections Luminous Reboost - M�scara Capilar 150ml";;;;;;;;"169.00";;"0.15";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-oil-reflections-luminous-reboost-mascara-capilar-150ml/1-c204001d-b414-4ac5-ac32-18a583a142521-d4f438a27a073fab9716873646056129-1024-1024.webp"
"wella-professionals-invigo-nutri-enrich-condicionador-1l";"Wella Professionals Invigo Nutri-Enrich - Condicionador 1L";;;;;;;;"199.00";;"1.00";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-invigo-nutri-enrich-condicionador-1l/1-ce94c25b-be20-4f6c-beea-a96066c74b781-7125c8a975bbb5c72716873643445033-1024-1024.webp"
"wella-professionals-fusion-shampoo-1l";"Wella Professionals Fusion - Shampoo 1L";"Linhas > Fusion";;;;;;;"209.00";;"1.00";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-fusion-shampoo-1l/1-f9e83aad-8fb9-4db3-bc6d-5b40ec1365fa1-5d4e83b3ef961881a316873637738640-1024-1024.webp"
"wella-professionals-fusion-condicionador-1l";"Wella Professionals Fusion - Condicionador 1L";"Linhas > Fusion";;;;;;;"219.00";;"1.00";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-fusion-condicionador-1l/1-8bd829b5-a6a8-4950-943b-1ac347ecfca81-b938b59e2a41c6dd2416873634957906-1024-1024.webp"
"wella-professionals-oil-reflections-luminous-reveal-shampoo-1l";"Wella Professionals Oil Reflections Luminous Reveal - Shampoo 1L";;;;;;;;"199.00";;"1.00";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-oil-reflections-luminous-reveal-shampoo-1l/1-a5ad6a27-5ccf-4b46-9776-3d2fb5ef58a71-ec963f16fbb4c0b4ee16873629819768-1024-1024.webp"
"sp-system-professional-luxe-oil-keratin-condicionador-1000ml";"SP System Professional Luxe Oil Keratin - Condicionador 1000ml";;;;;;;;"239.00";;"1.00";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sp-system-professional-luxe-oil-keratin-condicionador-1000ml/1-738a5097-aad6-4f3f-82ae-baf8b3c043c01-d5a793973689b0a2e016873626812085-1024-1024.webp"
"wella-professionals-invigo-color-brilliance-condicionador-1l";"Wella Professionals Invigo Color Brilliance - Condicionador 1L";;;;;;;;"189.00";;"1.00";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-invigo-color-brilliance-condicionador-1l/1-15fcc3fe-fde5-48a2-adc8-e28ea5a8a76f1-680e6a8e3a8029a48316873595539404-1024-1024.webp"
"sebastian-professional-flaunt-trilliant-protetor-termico-150ml";"Sebastian Professional Flaunt Trilliant - Protetor T�rmico 150ml";;;;;;;;"99.00";;"0.15";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sebastian-professional-flaunt-trilliant-protetor-termico-150ml/1-88bc5048-ee6e-489a-82fe-b25646536ff01-ad412f1f46c17c5e0d16873593392581-1024-1024.webp"
"wella-professionals-invigo-color-brilliance-mascara-capilar-500ml";"Wella Professionals Invigo Color Brilliance - M�scara Capilar 500ml";;;;;;;;"199.00";;"0.50";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-invigo-color-brilliance-mascara-capilar-500ml/1-f02b0975-61e1-4044-a4a8-07c078a11e901-b6bbc864d88ab572e916873582833124-1024-1024.webp"
"wella-professionals-eimi-dry-me-shampoo-a-seco-180ml";"Wella Professionals EIMI Dry Me - Shampoo a Seco 180ml";;;;;;;;"132.00";;"0.18";"0.00";"0.00";"0.00";"2";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-eimi-dry-me-shampoo-a-seco-180ml/1-575b2d94-7ef6-4a94-b108-e098742629351-34dc6aa04914a67f1816873580661649-1024-1024.webp"
"wella-professionals-elements-renewing-condicionador-200ml1";"Wella Professionals Elements Renewing - Condicionador 200ml";;;;;;;;"129.00";;"0.20";"0.00";"0.00";"0.00";"2";;"4064666040790";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-elements-renewing-condicionador-200ml1/1-8dc25b57-9c29-448a-81da-9a036f68a37d1-edbee588938630006c16873578715378-1024-1024.webp"
"wella-professionals-elements-renewing-condicionador-1l";"Wella Professionals Elements Renewing - Condicionador 1L";;;;;;;;"239.00";;"1.00";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-elements-renewing-condicionador-1l/1-cda0846d-1178-4ff9-a82d-1ee7c74f16c91-607a7fd70ce9050efd16873577329856-1024-1024.webp"
"wella-professionals-elements-renewing-shampoo-250ml";"Wella Professionals Elements Renewing - Shampoo 250ml";;;;;;;;"115.00";;"0.25";"0.00";"0.00";"0.00";"2";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-elements-renewing-shampoo-250ml/1-8f54d002-22db-471d-a301-f5c8ffa5b1cb1-d14eeed67db07d1ebc16873575843747-1024-1024.webp"
"wella-professionals-elements-renewing-shampoo-1l";"Wella Professionals Elements Renewing - Shampoo 1L";;;;;;;;"209.00";;"1.00";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-elements-renewing-shampoo-1l/1-5c7f8884-d4f1-4172-aca7-7f258cc5216f1-d42bfda1a00393166516873574257058-1024-1024.webp"
"wella-professionals-elements-renewing-mascara-capilar-150ml";"Wella Professionals Elements Renewing - M�scara Capilar 150ml";;;;;;;;"159.00";;"0.15";"0.00";"0.00";"0.00";"2";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-elements-renewing-mascara-capilar-150ml/1-d4e5df64-6b1d-4ad7-857a-d920419407db1-a79bb84e6f57e9831516873573122158-1024-1024.webp"
"wella-professionals-elements-renewing-mascara-capilar-500ml";"Wella Professionals Elements Renewing - M�scara Capilar 500ml";;;;;;;;"259.00";;"0.50";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-elements-renewing-mascara-capilar-500ml/1-73dd8d54-9ae2-4c2e-8ebf-58212938cc2b1-3ee090f55bf93cd26e16873570955734-1024-1024.webp"
"wella-professionals-nutricurls-mascara-de-nutricao-500ml";"Wella Professionals Nutricurls - M�scara de Nutri��o 500ml";;;;;;;;"229.00";;"0.50";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-nutricurls-mascara-de-nutricao-500ml/1-e63174b3-85fc-4314-a749-843413d9d9e51-f2203e89a83247af7216873569035881-1024-1024.webp"
"wella-professionals-nutricurls-condicionador-1-litro";"Wella Professionals Nutricurls - Condicionador 1 Litro";;;;;;;;"199.00";;"1.00";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-nutricurls-condicionador-1-litro/1-db968915-c66f-4e3f-b5ad-d4947e78f4861-2402ab881dade7fdf116873556033763-1024-1024.webp"
"wella-professionals-nutricurls-shampoo-1l";"Wella Professionals Nutricurls - Shampoo 1L";;;;;;;;"199.00";;"1.00";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-nutricurls-shampoo-1l/1-e16781a3-6c19-4e33-bd32-78af221f69681-92b9c1582b7264aabc16873544120423-1024-1024.webp"
"wella-professionals-nutricurls-shampoo-250ml";"Wella Professionals Nutricurls - Shampoo 250ml";;;;;;;;"109.00";;"0.25";"0.00";"0.00";"0.00";"2";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-nutricurls-shampoo-250ml/1-4542cada-dd63-475e-9bab-9bd3ac85d04e1-cf16451b75d47c7ae716873518446297-1024-1024.webp"
"wella-professionals-nutricurls-mascara-de-nutricao-150ml";"Wella Professionals Nutricurls - M�scara de Nutri��o 150ml";;;;;;;;"159.00";;"0.15";"0.00";"0.00";"0.00";"2";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-nutricurls-mascara-de-nutricao-150ml/1-0e8c8813-ac18-49f3-8f18-9c991313fefd1-b70ee4ba45768630e516873517474067-1024-1024.webp"
"wella-professionals-nutricurls-condicionador-200ml";"Wella Professionals Nutricurls - Condicionador 200ml";;;;;;;;"139.00";;"0.20";"0.00";"0.00";"0.00";"3";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-nutricurls-condicionador-200ml/1-543c65bd-d689-4682-8cdf-3b515d459d511-7803d3215c74904d9716873507832852-1024-1024.webp"
"wella-professionals-oil-reflections-luminous-shampoo-250ml";"Wella Professionals Oil Reflections Luminous - Shampoo 250ml";;;;;;;;"109.00";;"0.25";"0.00";"0.00";"0.00";"0";;"7896235353768";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-oil-reflections-luminous-shampoo-250ml/1-02d5c972-50aa-4c73-8537-823895ff396b1-3fcc4be371cedbdcd716872921150458-1024-1024.webp"
"wella-professionals-oil-reflections-oleo-finalizador-100ml";"Wella Professionals Oil Reflections �leo Finalizador- 100ml";;;;;;;;"169.00";;"0.10";"0.00";"0.00";"0.00";"6";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-oil-reflections-oleo-finalizador-100ml/1-f2cd8704-6d1f-4272-9488-51430c4f52981-4fabd049ac8859014d16872916634310-1024-1024.webp"
"wella-professionals-oil-reflections-light-oleo-capilar-100ml";"Wella Professionals Oil Reflections Light - �leo Capilar 100ml";;;;;;;;"175.00";;"0.10";"0.00";"0.00";"0.00";"4";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-oil-reflections-light-oleo-capilar-100ml/1-ba559052-bf6f-4fe7-ba02-ca298d61e63b1-8121ea2417de66f27916872914808782-1024-1024.webp"
"wella-professionals-fusion-mascara-capilar-500ml";"Wella Professionals Fusion - M�scara Capilar 500ml";"Linhas > Fusion";;;;;;;"285.00";;"0.50";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-fusion-mascara-capilar-500ml/1-97186c4d-5728-43d0-9565-9136570bd2621-2e41d85051c922bd0916872890174768-1024-1024.webp"
"wella-professionals-eimi-mistify-me-strong-spray-fixador-500ml";"Wella Professionals EIMI Mistify Me Strong - Spray Fixador 500ml";;;;;;;;"219.00";;"0.50";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-eimi-mistify-me-strong-spray-fixador-500ml/1-00d1d883-02c0-47df-b5be-4e5cbed239ab1-94a0d3fb4598ac224c16872887559992-1024-1024.webp"
"davines-heart-of-glass-rich-condicionador-250ml";"Davines Heart of Glass Rich - Condicionador 250ml";;;;;;;;"0.00";;"0.25";"0.00";"0.00";"0.00";"0";;"8004608271697";"N�O";"N�O";;;;;;"SIM";;;;;
