"""Identificador URL""";"Nome";"Categorias";"Nome da varia��o 1";"Valor da varia��o 1";"Nome da varia��o 2";"Valor da varia��o 2";"Nome da varia��o 3";"Valor da varia��o 3";"Pre�o";"Pre�o promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";"Estoque";"SKU";"C�digo de barras";"Exibir na loja";"Frete gratis";"Descri��o";"Tags";"T�tulo para SEO";"Descri��o para SEO";"Marca";"Produto F�sico";"MPN (C�d. Exclusivo, Modelo Fabricante)";"Sexo";"Faixa et�ria";"Custo";"URL image"
"loreal-professionnel-serie-expert-vitamino-color-resveratrol-shampoo-300ml";"L'Or�al Professionnel Serie Expert Vitamino Color Resveratrol - Shampoo 300ml";;;;;;;;"149.00";;"0.30";"0.00";"0.00";"0.00";"7";"L18";"3474636975501";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-vitamino-color-resveratrol-shampoo-300ml/1-36942d6e-8156-45a1-a34c-ba6f0c12d3ad1-f526169968a85219c116862500603204-1024-1024.webp"
"loreal-professionnel-serie-expert-curl-expression-mascara-de-tratamento-250ml";"L'Or�al Professionnel Serie Expert Curl Expression - M�scara de Tratamento 250ml";;;;;;;;"269.00";;"0.25";"0.00";"0.00";"0.00";"2";"L18";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-curl-expression-mascara-de-tratamento-250ml/1-b4cab884-5d06-4cc3-929d-6a872d733fc81-3e2b089230fe9ccce916862498247093-1024-1024.webp"
"loreal-professionnel-serie-expert-curl-expression-intense-moisturizing-shampoo-300ml";"L'Or�al Professionnel Serie Expert Curl Expression Intense Moisturizing - Shampoo 300ml";;;;;;;;"159.00";;"0.30";"0.00";"0.00";"0.00";"1";"L17";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-curl-expression-intense-moisturizing-shampoo-300ml/1-ab461bf6-1432-4f84-92c5-5a3c93778d871-e8159d527714dc045c16862496938847-1024-1024.webp"
"loreal-professionnel-metal-detox-oleo-capilar-50ml";"L'Or�al Professionnel Metal Detox - �leo Capilar 50ml";;;;;;;;"249.00";;"0.05";"0.00";"0.00";"0.00";"0";"L16";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-metal-detox-oleo-capilar-50ml/1-4d6223ea-9229-4b59-86df-328be0cb2a901-779e6a4224dbf2bf7916862494027673-1024-1024.webp"
"loreal-professionnel-metal-detox-mascara-capilar-250ml";"L'Or�al Professionnel Metal Detox - M�scara Capilar 250ml";;;;;;;;"269.00";;"0.25";"0.00";"0.00";"0.00";"4";"L15";"30160606";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-metal-detox-mascara-capilar-250ml/1-6095986a-eb2d-4dc4-8f61-cc567c434b7c1-e826e3d30a38f509c116862490595183-1024-1024.webp"
"loreal-professionnel-metal-detox-shampoo-300ml";"L'Or�al Professionnel Metal Detox - Shampoo 300ml";;;;;;;;"209.00";;"0.30";"0.00";"0.00";"0.00";"3";"L14";"30158078";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-metal-detox-shampoo-300ml/1-ca45c84d-4ebc-4add-b1de-e48e56acff5c1-2f557f533e270fdc5c16862489177047-1024-1024.webp"
"loreal-professionnel-serie-expert-pro-longer-leave-in-150ml";"L'Or�al Professionnel Serie Expert Pro Longer - Leave-in 150ml";;;;;;;;"174.00";;"0.15";"0.00";"0.00";"0.00";"0";"L13";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-pro-longer-leave-in-150ml/1-d9c5fef4-1ada-407b-af09-0ed8650c310d1-c94f4d2157da0d9abd16862486926847-1024-1024.webp"
"loreal-professionnel-serie-expert-pro-longer-mascara-capilar-250g";"L'Or�al Professionnel Serie Expert Pro Longer - M�scara Capilar 250g";;;;;;;;"249.00";;"0.25";"0.00";"0.00";"0.00";"0";"P13";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-pro-longer-mascara-capilar-250g/1-8c0dfdd8-5905-499e-a7e8-88826b3ec8111-98e747271e5c85212416862478692386-1024-1024.webp"
"loreal-professionnel-serie-expert-pro-longer-condicionador-200ml";"L'Or�al Professionnel Serie Expert Pro Longer - Condicionador 200ml";;;;;;;;"109.00";;"0.20";"0.00";"0.00";"0.00";"0";"L12";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-pro-longer-condicionador-200ml/1-d6537c8c-1be9-47eb-a66b-5b9da64852711-4299fc1c9cd465fb4316862477044795-1024-1024.webp"
"loreal-professionnel-serie-expert-pro-longer-shampoo-300ml";"L'Or�al Professionnel Serie Expert Pro Longer - Shampoo 300ml";;;;;;;;"119.00";;"0.30";"0.00";"0.00";"0.00";"0";"L11";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-pro-longer-shampoo-300ml/1-9f7d848e-91d5-4702-a1a9-5d254bb9f3171-28c95decb5066b88ba16862475329450-1024-1024.webp"
"loreal-professionnel-serie-expert-nutrioil-mascara-capilar-250g";"L'Or�al Professionnel Serie Expert NutriOil - M�scara Capilar 250g";;;;;;;;"209.00";;"0.25";"0.00";"0.00";"0.00";"0";"L10";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-nutrioil-mascara-capilar-250g/1-7f9d6b5d-4832-47cb-a4c5-66af009b461e1-5a1fcf07b79a9a19f116862470818571-1024-1024.webp"
"loreal-professionnel-serie-expert-nutrioil-leave-in-150ml";"L'Or�al Professionnel Serie Expert NutriOil - Leave-in 150ml";;;;;;;;"134.00";;"0.15";"0.00";"0.00";"0.00";"0";"L09";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-nutrioil-leave-in-150ml/1-b86dc697-6d7a-435f-8a4d-2e1c123659611-ec1345d745c1d7c11716862468451322-1024-1024.webp"
"loreal-professionnel-serie-expert-nutrioil-condicionador-200ml";"L'Or�al Professionnel Serie Expert NutriOil - Condicionador 200ml";;;;;;;;"124.00";;"0.20";"0.00";"0.00";"0.00";"0";"L08";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-nutrioil-condicionador-200ml/1-7540573a-b85f-433a-ad8f-2bdba4f842b61-f93d2dae3c7d6ba90b16862466845270-1024-1024.webp"
"loreal-professionnel-serie-expert-nutrioil-shampoo-300ml";"L'Or�al Professionnel Serie Expert NutriOil - Shampoo 300ml";;;;;;;;"119.00";;"0.30";"0.00";"0.00";"0.00";"0";"L07";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-nutrioil-shampoo-300ml/1-f5863ed8-cb78-4f37-b5bf-fd46b1887d281-edd26fdc9dff620f0f16862465690001-1024-1024.webp"
"loreal-professionnel-inforcer-serie-expert-condicionador-200ml";"L'Or�al Professionnel Inforcer Serie Expert - Condicionador 200ml";;;;;;;;"124.00";;"0.20";"0.00";"0.00";"0.00";"0";"L06";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-inforcer-serie-expert-condicionador-200ml/1-0ed10b6d-80a5-46a6-aff6-2d4ae5d392131-94e3bba45e519d263816862463615742-1024-1024.webp"
"loreal-professionnel-inforcer-serie-expert-mascara-250ml";"L'Or�al Professionnel Inforcer Serie Expert - M�scara 250ml";;;;;;;;"209.00";;"0.25";"0.00";"0.00";"0.00";"0";"L06";"7899706189446";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-inforcer-serie-expert-mascara-250ml/1-cf145ab9-d1cd-4001-9cc4-e73820d8c0d11-180b80b139a86f5a5e16862458286427-1024-1024.webp"
"loreal-professionnel-inforcer-serie-expert-shampoo-300ml";"L'Or�al Professionnel Inforcer Serie Expert - Shampoo 300ml";;;;;;;;"119.00";;"0.30";"0.00";"0.00";"0.00";"0";"L05";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-inforcer-serie-expert-shampoo-300ml/1-f93e5c4c-6bbb-451f-b131-cb034ef748ce1-18b566d355b2f5e2f216862455820193-1024-1024.webp"
"loreal-professionnel-serie-expert-absolut-repair-gold-quinoa-10in1-oleo-reparador-90ml";"L'Or�al Professionnel Serie Expert Absolut Repair Gold Quinoa 10in1 - �leo Reparador 90ml";;;;;;;;"189.00";;"0.09";"0.00";"0.00";"0.00";"1";"L04";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-absolut-repair-gold-quinoa-10in1-oleo-reparador-90ml/1-35cefd5f-c3b0-4a9d-93d5-d4437d62dd161-890839dbb513b3606a16862452193030-1024-1024.webp"
"loreal-professionnel-serie-expert-absolut-repair-gold-quinoa-protein-condicionador-200ml";"L'Or�al Professionnel Serie Expert Absolut Repair Gold Quinoa + Protein - Condicionador 200ml";;;;;;;;"174.00";;"0.20";"0.00";"0.00";"0.00";"0";"L03";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-absolut-repair-gold-quinoa-protein-condicionador-200ml/1-05e71ece-2b85-4852-8e54-05475cdead101-a24103525aba8b69f216862450860453-1024-1024.webp"
"loreal-professionnel-serie-expert-absolut-repair-gold-quinoa-protein-mascara-capilar-250ml";"L'Or�al Professionnel Serie Expert Absolut Repair Gold Quinoa + Protein - M�scara Capilar 250ml";;;;;;;;"299.00";;"0.25";"0.00";"0.00";"0.00";"0";"L02";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-absolut-repair-gold-quinoa-protein-mascara-capilar-250ml/1-ac046b2f-a60a-4979-b361-8e6763584d891-0ebb12ff83d28259b516862444563278-1024-1024.webp"
"loreal-professionnel-serie-expert-absolut-repair-gold-quinoa-protein-shampoo-300ml";"L'Or�al Professionnel Serie Expert Absolut Repair Gold Quinoa + Protein - Shampoo 300ml";;;;;;;;"169.00";;"0.30";"0.00";"0.00";"0.00";"2";"L01";"789906189606";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-absolut-repair-gold-quinoa-protein-shampoo-300ml/1-e16f2e39-0874-4ce8-9ee4-80871a2ce2661-1b8535979c7857adbd16862443330477-1024-1024.webp"
"paul-mitchell-smoothing-super-skinny-relaxing-balm-leave-in-200ml";"Paul Mitchell Smoothing Super Skinny Relaxing Balm - Leave-in 200ml";;;;;;;;"192.00";;"0.20";"0.00";"0.00";"0.00";"3";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-smoothing-super-skinny-relaxing-balm-leave-in-200ml/1-aefed320-fb31-4f13-85b1-84617ce597c41-a87dfc7ca3ec23b5c516861645036902-1024-1024.webp"
"paul-mitchell-smoothing-super-skinny-serum-capilar-150ml";"Paul Mitchell Smoothing Super Skinny - S�rum Capilar 150ml";;;;;;;;"239.00";;"0.15";"0.00";"0.00";"0.00";"4";"P10";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-smoothing-super-skinny-serum-capilar-150ml/1-a25c228a-47a7-4a84-973e-8f03bd18b8ba1-815eb7a6237883d3db16861642264389-1024-1024.webp"
"paul-mitchell-mitch-matterial-styling-clay-pomada-modeladora-85g";"Paul Mitchell Mitch Matterial Styling Clay - Pomada Modeladora 85g";;;;;;;;"189.00";;"0.09";"0.00";"0.00";"0.00";"4";"P09";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-mitch-matterial-styling-clay-pomada-modeladora-85g/1-570f3b51-4608-4214-a9a1-95bb4c867ef21-38349f4ef469bbb5ad16861640475902-1024-1024.webp"
"paul-mitchell-tea-tree-shave-gel-espuma-de-barbear-200ml";"Paul Mitchell Tea Tree Shave Gel - Espuma de Barbear 200ml";;;;;;;;"289.00";;"0.20";"0.00";"0.00";"0.00";"4";"P08";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-tea-tree-shave-gel-espuma-de-barbear-200ml/1-aab0e58f-ec9c-48f2-b26c-d75f5f161d251-a63b56f012f4aadf2916861633322135-1024-1024.webp"
"paul-mitchell-flexible-style-super-sculpt-modelador-250ml";"Paul Mitchell Flexible Style Super Sculpt - Modelador 250ml";;;;;;;;"164.00";;"0.25";"0.00";"0.00";"0.00";"2";"P07";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-flexible-style-super-sculpt-modelador-250ml/1-fbec47f5-7045-4e27-b52e-8d7fcab163791-c52687413bfe63804416861627598666-1024-1024.webp"
"paul-mitchell-clarifying-two-shampoo-300ml";"Paul Mitchell Clarifying Two - Shampoo 300ml";;;;;;;;"129.00";;"0.30";"0.00";"0.00";"0.00";"4";"P06";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-clarifying-two-shampoo-300ml/1-87868496-8dc7-42fe-9b95-8a24adf36d751-0df17023d461c2a64e16861619333404-1024-1024.webp"
"paul-mitchell-original-one-shampoo-300ml";"Paul Mitchell Original One - Shampoo 300ml";;;;;;;;"129.00";;"0.30";"0.00";"0.00";"0.00";"13";"P05";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-original-one-shampoo-300ml/1-abf20746-9b21-43db-a142-05b2d6c0e3941-bbe22c3ac6b364be8616861611111166-1024-1024.webp"
"paul-mitchell-tea-tree-special-condicionador-300ml";"Paul Mitchell Tea Tree Special - Condicionador 300ml";;;;;;;;"189.00";;"0.30";"0.00";"0.00";"0.00";"5";"P04";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-tea-tree-special-condicionador-300ml/1-71863dcc-6215-475f-9858-72759fb676661-7e9f79bc10042e583216861608780336-1024-1024.webp"
"paul-mitchell-tea-tree-special-shampoo-300ml";"Paul Mitchell Tea Tree Special - Shampoo 300ml";;;;;;;;"174.00";;"0.30";"0.00";"0.00";"0.00";"5";"P03";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-tea-tree-special-shampoo-300ml/1-2dae2e91-4868-42e3-a656-24de70edeedd1-254412fa034fdf96c516861607012694-1024-1024.webp"
"paul-mitchell-mitch-reformer-pomada-modeladora-85g";"Paul Mitchell Mitch Reformer - Pomada Modeladora 85g";;;;;;;;"179.00";;"0.09";"0.00";"0.00";"0.00";"3";"P02";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-mitch-reformer-pomada-modeladora-85g/1-a84cc01f-1a40-4b53-8dfb-5a49db40501c1-4460d6400af7d241b216861602809104-1024-1024.webp"
"paul-mitchell-tea-tree-shaping-creme-modelador-85g";"Paul Mitchell Tea Tree Shaping - Creme Modelador 85g";;;;;;;;"194.00";;"0.09";"0.00";"0.00";"0.00";"5";"P01";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-tea-tree-shaping-creme-modelador-85g/1-25483dbf-07da-41c3-a85c-f75b12dab81a1-0cebba30ce66168e4316861598648701-1024-1024.webp"
"cadiveu-professional-hair-remedy-condicionador-250ml";"Cadiveu Professional Hair Remedy - Condicionador 250ml";;;;;;;;"74.00";;"0.25";"0.00";"0.00";"0.00";"0";"C18";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-professional-hair-remedy-condicionador-250ml/1-2eee4d00-e577-4f32-b4b9-6406259805091-a3a23cf904a79aae4816857373376325-1024-1024.webp"
"cadiveu-professional-hair-remedy-shampoo-250ml";"Cadiveu Professional Hair Remedy - Shampoo 250ml";;;;;;;;"69.00";;"0.25";"0.00";"0.00";"0.00";"0";"C17";"7898947734712";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-professional-hair-remedy-shampoo-250ml/1-55584ffc-8346-4d7a-ad41-5a7e19a27a241-8e5181090036b1749216857351127876-1024-1024.webp"
"cadiveu-professional-sol-do-rio-condicionador-250ml1";"Cadiveu Professional Sol do Rio - Condicionador 250ml";;;;;;;;"72.00";;"0.25";"0.00";"0.00";"0.00";"2";"C16";"7898606741235";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-professional-sol-do-rio-condicionador-250ml1/1-c0ba6604-bb23-49d4-bf78-8df9af9f70db1-337319f9c4111b72ab16857338496874-1024-1024.webp"
"cadiveu-essentials-quartzo-shine-by-boca-rosa-hair-mascara-de-tratamento-200ml";"Cadiveu Essentials Quartzo Shine By Boca Rosa Hair - M�scara de Tratamento 200ml";;;;;;;;"69.00";;"0.20";"0.00";"0.00";"0.00";"0";"C15";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-essentials-quartzo-shine-by-boca-rosa-hair-mascara-de-tratamento-200ml/1-82894184-19bb-49a7-9c52-5a43c3b495761-d96b76e4d41d762a9616857330752030-1024-1024.webp"
"cadiveu-professional-hair-remedy-mascara-capilar-200ml";"Cadiveu Professional Hair Remedy - M�scara Capilar 200ml";;;;;;;;"82.00";;"0.20";"0.00";"0.00";"0.00";"1";"C14";"7898947734699";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-professional-hair-remedy-mascara-capilar-200ml/1-b153926e-236b-46ac-8088-dd2a30007b2b1-089e16a9fe9ab77ac616857326175348-1024-1024.webp"
"cadiveu-professional-glamour-cristal-liquido-reparador-de-pontas-65ml";"Cadiveu Professional Glamour Cristal L�quido - Reparador de Pontas 65ml";;;;;;;;"88.00";;"0.07";"0.00";"0.00";"0.00";"1";"C13";"7898947734675";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-professional-glamour-cristal-liquido-reparador-de-pontas-65ml/1-782d7038-b5bf-470b-8d35-e3e6b4fce13f1-346319e983588fe1ac16857320491058-1024-1024.webp"
"cadiveu-professional-acai-oil-oleo-capilar-60ml";"Cadiveu Professional A�a� Oil - �leo Capilar 60ml";;;;;;;;"65.00";;"0.06";"0.00";"0.00";"0.00";"5";"C12";"7898947734583";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-professional-acai-oil-oleo-capilar-60ml/1-35115230-3a0c-4026-b576-e4a858152cc41-325b86dab1f3e2a18c16857318569521-1024-1024.webp"
"cadiveu-professional-acai-oil-oleo-capilar-110ml";"Cadiveu Professional A�a� Oil - �leo Capilar 110ml";;;;;;;;"100.00";;"0.11";"0.00";"0.00";"0.00";"2";"C11";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-professional-acai-oil-oleo-capilar-110ml/1-d5dbfd89-3759-41b2-8479-e285d62dccba1-0f8ba194ed7591742516857314704839-1024-1024.webp"
"cadiveu-essentials-quartzo-shine-by-boca-rosa-hair-oleo-capilar-quartzo-liquido-65ml";"Cadiveu Essentials Quartzo Shine By Boca Rosa Hair - �leo Capilar Quartzo L�quido 65ml";;;;;;;;"42.00";;"0.07";"0.00";"0.00";"0.00";"0";"C10";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-essentials-quartzo-shine-by-boca-rosa-hair-oleo-capilar-quartzo-liquido-65ml/1-8ad950bb-3ca7-4070-bc44-1796bf7279491-01aafa3625d57ff31e16857311229987-1024-1024.webp"
"cadiveu-professional-glamour-rubi-shampoo-250ml";"Cadiveu Professional Glamour Rubi - Shampoo 250ml";;;;;;;;"39.00";;"0.25";"0.00";"0.00";"0.00";"0";"C08";"7898947734217";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-professional-glamour-rubi-shampoo-250ml/1-8be52939-51d2-4d13-8e83-5b05ff7630761-5ebfa4b093d048738316857304585905-1024-1024.webp"
"cadiveu-professional-essentials-bye-bye-frizz-conditioner-condicionador-250ml";"Cadiveu Professional Essentials Bye Bye Frizz Conditioner - Condicionador 250ml";;;;;;;;"55.00";;"0.25";"17.50";"0.00";"0.00";"0";"C07";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-professional-essentials-bye-bye-frizz-conditioner-condicionador-250ml/1-82c86e1a-d07f-4201-961e-4a23b470a20d1-d63a212ac93c8c5c4316857302879666-1024-1024.webp"
"cadiveu-professional-essentials-bye-bye-frizz-shampoo-shampoo-250ml";"Cadiveu Professional Essentials Bye Bye Frizz Shampoo - Shampoo 250ml";;;;;;;;"52.00";;"0.25";"17.50";"0.00";"0.00";"1";"C06";"7898606742485";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-professional-essentials-bye-bye-frizz-shampoo-shampoo-250ml/1-fa64997e-02ba-4e25-9203-39c7a61982851-f4486ebad18b7e121c16857300036923-1024-1024.webp"
"cadiveu-essentials-bye-bye-frizz-frizz-killer-leave-in-120ml";"Cadiveu Essentials Bye Bye Frizz Frizz Killer - Leave In 120ml";;;;;;;;"64.00";;"0.12";"14.00";"0.00";"0.00";"0";"C05";"7898606742515";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-essentials-bye-bye-frizz-frizz-killer-leave-in-120ml/1-e5f89500-85e7-4c2e-ae7c-bb424f20c4251-837ca5e86557e1871e16857295807903-1024-1024.webp"
"cadiveu-professional-glamour-rubi-fluido-precioso-spray-anti-frizz-215ml";"Cadiveu Professional Glamour Rubi Fluido Precioso - Spray Anti-Frizz 215ml";;;;;;;;"88.00";;"0.22";"0.00";"0.00";"0.00";"0";"C04";"7898947734262";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-professional-glamour-rubi-fluido-precioso-spray-anti-frizz-215ml/1-864ef935-3d71-4894-a4aa-68cbbad2190e1-dffc94813ec8467d9216857291242409-1024-1024.webp"
"cadiveu-essentials-vegan-repair-by-anitta-leave-in-120ml";"Cadiveu Essentials Vegan Repair by Anitta - Leave-In 120ml";;;;;;;;"64.00";;"0.12";"0.00";"0.00";"0.00";"0";"C03";"7898606742454";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-essentials-vegan-repair-by-anitta-leave-in-120ml/1-780c85bb-4c90-4120-9d86-8bfbf3a8f1d11-b6550802ba1d6e49cb16857288402047-1024-1024.webp"
"cadiveu-professional-plastica-dos-fios-liso-magico-serum-anti-frizz-215ml";"Cadiveu Professional Pl�stica dos Fios Liso M�gico - S�rum Anti-Frizz 215ml";;;;;;;;"88.00";;"0.22";"0.00";"0.00";"0.00";"4";"C02";"7898606741419";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-professional-plastica-dos-fios-liso-magico-serum-anti-frizz-215ml/1-11ef049e-c620-4aeb-855c-6791e95e8a2d1-6f1582263240ff1cb616857282438487-1024-1024.webp"
"cadiveu-essentials-quartzo-shine-by-boca-rosa-hair-leave-in-protetor-termico-200ml";"Cadiveu Essentials Quartzo Shine By Boca Rosa Hair - Leave-in Protetor T�rmico 200ml";;;;;;;;"85.00";;"0.20";"0.00";"0.00";"0.00";"0";"C01";"7898606742881";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/cadiveu-essentials-quartzo-shine-by-boca-rosa-hair-leave-in-protetor-termico-200ml/1-808ba7cf-e399-4656-8a55-5ac7d0bad9311-e23278164336dd2de016857279248661-1024-1024.webp"
"kerastase-curl-manifesto-huile-sublime-repair-oleo-capilar-50ml";"K�rastase Curl Manifesto Huile Sublime Repair - �leo Capilar 50ml";;;;;;;;"295.00";;"0.05";"0.00";"0.00";"0.00";"1";"K30";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-curl-manifesto-huile-sublime-repair-oleo-capilar-50ml/1-0b5ae5ef-f614-437f-9736-c985bc876bf01-9521d782bb726b6f2716857246429763-1024-1024.webp"
"kerastase-resistance-force-architecte-mascara-de-reconstrucao-200ml";"K�rastase R�sistance Force Architecte - M�scara de Reconstru��o 200ml";;;;;;;;"349.00";;"0.20";"0.00";"0.00";"0.00";"3";"K29";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-resistance-force-architecte-mascara-de-reconstrucao-200ml/1-eb7ee163-8396-4649-a278-f9c76efc0d3a1-fa8c20e0025feb0bf616857227655553-1024-1024.webp"
